country,ratio,origin_id,origin_name,origin_type
US,0.04,23843093133340351,Custom Audience Adam Richman IG,custom_audience
US,0.04,23843093132530351,Custom Audience of Adam Richman FB,custom_audience
US,0.1,23843081241970351,Walmart TRK Ryan Secret Instagram,custom_audience
US,0.1,23843081241920351,Walmart TRK Ryan Secret Facebook,custom_audience
US,0.1,23843081241790351,Walmart TRK Gavin Raygoza Instagram,custom_audience
US,0.1,23843081241770351,Walmart TRK Gavin Raygoza Facebook,custom_audience
US,0.1,23843081240880351,Walmart TRK Denise Otico Instagram,custom_audience
US,0.1,23843081240270351,Walmart TRK Denise Otico Facebook,custom_audience
US,0.1,23843081239640351,Walmart TRK Beverley Mitchell Instagram,custom_audience
US,0.1,23843081237180351,Walmart TRK Beverley Mitchell Facebook,custom_audience
US,0.05,23843080530610351,People who have watched at least 95% of Beverley Mitchell video,custom_audience
US,0.05,23843080530250351,People who viewed at least 10 seconds of Beverley Mitchell video,custom_audience
US,0.05,23843080530080351,People who viewed at least 3 seconds of Beverley Mitchell video,custom_audience
US,0.05,23843072974290351,People who viewed at least 95% of Dad With A Pan,custom_audience
US,0.05,23843072974040351,People who viewed at least 10 seconds of Dad With A Pan,custom_audience
US,0.05,23843072973890351,People who viewed at least 3 second of Dad With A Pan,custom_audience
US,0.05,23843072973520351,People who viewed at least 95% of William Haynes,custom_audience
US,0.05,23843072972990351,People who viewed at least 10 seconds of William Haynes,custom_audience
US,0.05,23843072968800351,People who viewed at least 3 second of William Haynes,custom_audience
US,0.05,23843072967870351,People who viewed at least 95% of Denise Otico,custom_audience
US,0.05,23843072967010351,People who viewed at least 3 seconds of Denise Otico,custom_audience
US,0.05,23843071419190351,People who viewed at least 10 seconds of Denise Otico,custom_audience
US,0.03,23843068656720351,Everyone who engaged with Camille Styles IG Page,custom_audience
US,0.03,23843068592540351,Everyone who engaged with Camille Styles FB Page,custom_audience
US,0.03,23843068256690351,People who engaged with Christian's IG page,custom_audience
US,0.03,23843068256560351,People who engaged with Christian's FB page,custom_audience
US,0.03,23843068251460351,People who engaged with Lana's IG page,custom_audience
US,0.03,23843068250610351,People who engaged with Lana's FB page,custom_audience
US,0.02,23843068250310351,People who viewed 95% of Noah's Videos,custom_audience
US,0.02,23843068249980351,People who viewed at least 10 seconds of Noah's Videos,custom_audience
US,0.03,23843068249110351,People who viewed 95% of Bri's Videos,custom_audience
US,0.03,23843068247200351,People who viewed at least 10 seconds of Bri's Videos,custom_audience
US,0.03,23843068235660351,People who viewed 95% of George's Videos,custom_audience
US,0.03,23843068233790351,People who viewed at least 10 seconds of George's Videos,custom_audience
US,0.03,23843068225690351,People who viewed 95% of Katie's Videos,custom_audience
US,0.03,23843068222480351,People who viewed at least 10 seconds of Katie's Videos,custom_audience
US,0.03,23843068212540351,People who viewed 95% of Johnson's Videos,custom_audience
US,0.03,23843068211900351,People who viewed at least 10 seconds of Johnson's Videos,custom_audience
US,0.1,23843061331150351,Custom Audience Who Engaged with RuPaulDragRace IG,custom_audience
US,0.1,23843061327620351,Custom Audience Who Engaged with RuPaul's FB Page,custom_audience
US,0.1,23843061338570351,Custom Audience Who Engaged with Lili Reinhart FB,custom_audience
US,0.1,23843059524930351,Walmart TRK Kyle Andreasen Instagram,custom_audience
US,0.1,23843059524020351,Walmart TRK Kyle Andreasen Facebook,custom_audience
US,0.1,23843058169640351,Walmart TRK Sam Anderson Instagram,custom_audience
US,0.1,23843058169030351,Walmart TRK Sam Anderson Facebook,custom_audience
US,0.1,23843058155360351,Walmart TRK Kayli Butler Instagram,custom_audience
US,0.1,23843058154830351,Walmart TRK Kayli Butler Facebook,custom_audience
US,0.04,23843058053900351,People Who Engage With Tiffany Davidsons IG,custom_audience
US,0.04,23843058053020351,People Who Engage With Tiffany Davidsons FB,custom_audience
US,0.1,23843051452230351,Walmart TRK Gabe & Garrett Ernst Instagram,custom_audience
US,0.1,23843051447200351,Walmart TRK Gabe & Garrett Ernst Facebook,custom_audience
US,0.1,23843050004270351,Walmart TRK Kari Jensen Instagram,custom_audience
US,0.1,23843050003720351,Walmart TRK Kari Jensen Facebook,custom_audience
US,0.1,23843049974980351,Walmart TRK Caitlin Lindquist Instagram,custom_audience
US,0.1,23843049967410351,Walmart TRK Caitlin Lindquist Facebook,custom_audience
US,0.04,23843037052650351,People Who Engage With William Haynes Instagram,custom_audience
US,0.04,23843037052300351,People Who Engage With William Haynes Facebook,custom_audience
US,0.04,23843037039330351,People Who Engage With Dad With A Pan Instagram,custom_audience
US,0.04,23843037038360351,People Who Engage With Dad With A Pan Facebook,custom_audience
US,0.04,23843037029090351,People Who Engage With Denise Otico Instagram,custom_audience
US,0.04,23843037029000351,People Who Engage With Denise Otico Facebook,custom_audience
US,0.05,23843033702380351,Custom Karamo Brown FB engaged audience,custom_audience
US,0.05,23843033702000351,Custom Karamo Brown IG engaged audience,custom_audience
US,0.05,23843033312170351,Custom Landry Bender FB Engaged Audience,custom_audience
US,0.1,23843033305720351,Walmart TRK Ashley Segura Instagram,custom_audience
US,0.05,23843033311340351,Custom Landry Bender IG Engaged Audience,custom_audience
US,0.1,23843033309610351,Walmart TRK Katie Ryan Instagram,custom_audience
US,0.1,23843033309270351,Walmart TRK Katie Ryan Facebook,custom_audience
US,0.1,23843033308660351,Walmart TRK GabebabeTV Instagram,custom_audience
US,0.1,23843033308330351,Walmart TRK GabebabeTV Facebook,custom_audience
US,0.1,23843033307780351,Walmart TRK Tiffany Davidson Instagram,custom_audience
US,0.1,23843033307220351,Walmart TRK Tiffany Davidson Facebook,custom_audience
US,0.1,23843033306690351,Walmart TRK Ashlee Nichols Instagram,custom_audience
US,0.1,23843033306030351,Walmart TRK Ashlee Nichols Facebook,custom_audience
US,0.1,23843033297060351,Walmart TRK Ashley Segura Facebook,custom_audience
US,0.05,23843031985000351,Custom Beverley Mitchell FB engaged audience,custom_audience
US,0.05,23843031984800351,Custom Beverley Mitchell IG engaged audience,custom_audience
US,0.05,23843031934640351,Custom Sydney Leroux FB engaged audience,custom_audience
US,0.1,23843028663580351,Walmart OGP Allyson Zea Instagram,custom_audience
US,0.1,23843028663260351,Walmart OGP Allyson Zea Facebook,custom_audience
US,0.1,23843028663060351,Walmart OGP Paola Marquez Instagram,custom_audience
US,0.1,23843028662990351,Walmart OGP Paola Marquez Facebook,custom_audience
US,0.04,23843025609770351,People who engaged with Jasmine Luv IG Profile,custom_audience
US,0.04,23843025609670351,People who engaged with Jasmine Luv FB Page,custom_audience
US,0.04,23843025609360351,People who engaged with Iman Crosson IG Profile,custom_audience
US,0.04,23843025608630351,People who engaged with Iman Crosson FB Page,custom_audience
US,0.04,23843020412420351,People who engage with Antoinette Facebook Page,custom_audience
US,0.04,23843020413530351,People who engaged wit Antoinette Instagram Page,custom_audience
US,0.1,23843018635810351,Walmart OGP Rachel Quenzer Facebook,custom_audience
US,0.1,23843018635610351,Walmart OGP Rachel Quenzer Instagram,custom_audience
US,0.1,23843016021210351,Walmart OGP Christina Lane Instagram,custom_audience
US,0.1,23843016021130351,Walmart OGP Christina Lane Facebook,custom_audience
US,0.1,23843016021060351,Walmart OGP Mely Martinez Instagram,custom_audience
US,0.1,23843016020000351,Walmart OGP Mely Martinez Facebook,custom_audience
US,0.04,23843013275660351,People who viewed at least 95% of Twix stories,custom_audience
US,0.04,23843013274060351,People who viewed at least 10 seconds of Twix stories,custom_audience
US,0.04,23843013273550351,People who viewed at least 3 seconds of Twix IG stories,custom_audience
US,0.04,23843013270370351,People who viewed at least 95% of Twix full length video,custom_audience
US,0.04,23843013270230351,People who viewed at least 10 seconds of Twix full length video,custom_audience
US,0.04,23843013269960351,People who viewed at least 3 seconds of Twix full length video,custom_audience
US,0.04,23843096308760559,People who view at least 3 seconds of Justin Roberts video,custom_audience
US,0.04,23843096315240559,People who viewed at least 3 second of Lizzy Greene video,custom_audience
US,0.04,23843096317930559,People who viewed at least 3 second of Marcus Scribner video,custom_audience
US,0.04,23843096347370559,People who viewed at least 10 second of Justin Roberts video,custom_audience
US,0.04,23843096348870559,People who viewed at least 10 seconds of Lizzy Greene video,custom_audience
US,0.04,23843096364270559,People who views at least 10 seconds of Marcus Scribner video,custom_audience
US,0.04,23843096387880559,People who have watched at least 95% of Justin Roberts video,custom_audience
US,0.04,23843096389690559,People who have watched at least 95% of Lizzie Greene Video,custom_audience
US,0.04,23843096390450559,People who have watched at least 95% of Marcus Scribner video,custom_audience
US,0.04,23843011572310351,Marcus Scribner : FB Engaged Fans,custom_audience
US,0.04,23843011507500351,Lizzy Greene : FB Engaged Fans,custom_audience
US,0.04,23843009563500351,People Who Engage With Jasmine Luv IG,custom_audience
US,0.04,23843009563040351,People Who Engage With Jasmin Luv FB,custom_audience
US,0.04,23843008040970351,People Who Engage With Adelaine Morin IG,custom_audience
US,0.04,23843007797010351,People Who Engage With Adelaine Morin FB,custom_audience
US,0.04,23843002482350351,People Who Engage With Quincy Davis,custom_audience
US,0.04,23843002481290351,People Who Engage With Karen Civil,custom_audience
US,0.04,23843002475650351,People Who Engage With Barbara Cororan,custom_audience
US,0.1,23843001434740351,Walmart OGP Candace Cameron Bure Facebook,custom_audience
US,0.1,23843001433400351,Walmart OGP Kayli Butler Instagram,custom_audience
US,0.1,23843001432860351,Walmart OGP Kayli Butler Facebook,custom_audience
US,0.1,23843001432620351,Walmart OGP Sina Duvinage Instagram,custom_audience
US,0.1,23843001432490351,Walmart OGP Sina Duvinage Facebook,custom_audience
US,0.1,23843001432310351,Walmart OGP Lacey Baier Instagram,custom_audience
US,0.1,23843001432000351,Walmart OGP Lacey Baier Facebook,custom_audience
US,0.1,23843001431650351,Walmart OGP Demetra Overton Instagram,custom_audience
US,0.1,23843001429910351,Walmart OGP Demetra Overton Facebook,custom_audience
US,0.04,23843001383410351,People Who Engage With Jay Caesar,custom_audience
US,0.1,23843000207050351,Walmart OGP Tiffany Davidson Instagram,custom_audience
US,0.1,23843000206940351,Walmart OGP Tiffany Davidson Facebook,custom_audience
US,0.02,23843000103150351,People who Engaged With Jet Tila's Page,custom_audience
US,0.04,23843069567830357,People Who Engage With K Ellis Instagram,custom_audience
US,0.04,23843069567770357,People Who Engage With K Ellis Facebook,custom_audience
US,0.1,23843046712770357,Walmart TRK Kelly Larkin Instagram,custom_audience
US,0.1,23843046711940357,Walmart TRK Kelly Larkin Facebook,custom_audience
US,0.05,23843112255240510,Custom Audience who installed the App,custom_audience
US,0.05,23843112255410510,Custom Audience who are top 25% active users,custom_audience
US,0.05,23843112255870510,Custom Audience who launched app in 180 days,custom_audience
US,0.02,23843110092770510,Custom Audience : Engaged with Talent FB,custom_audience
US,0.02,23843390741370563,50% Watched Of Train Your Dragon,custom_audience
US,0.03,23843390741370563,50% Watched Of Train Your Dragon,custom_audience
US,0.01,23843390741370563,50% Watched Of Train Your Dragon,custom_audience
US,0.05,23843327369580563,The Daily Show Glass Movie 95% Watched,custom_audience
US,0.06,23843327369580563,The Daily Show Glass Movie 95% Watched,custom_audience
US,0.03,23843327369580563,The Daily Show Glass Movie 95% Watched,custom_audience
US,0.04,23843327369580563,The Daily Show Glass Movie 95% Watched,custom_audience
US,0.02,23843327369580563,The Daily Show Glass Movie 95% Watched,custom_audience
US,0.01,23843327369580563,The Daily Show Glass Movie 95% Watched,custom_audience
US,0.1,23843190783920563,Nickelodeon Page_95% Completed View,custom_audience
US,0.03,23844204358410673,Everyone who engaged with AdamRippon FB Page L365D,custom_audience
US,0.03,23844272646670673,People who viewed 3 sec of Adam Skittles Dips CTA videos,custom_audience
US,0.03,23844268131370673,Everyone who engaged with Adam Rippon FB Page L30D,custom_audience
US,0.03,23844262891470673,People Who Have Viewed 3 sec Skittles Dip Video,custom_audience
US,0.02,23844204358410673,Everyone who engaged with AdamRippon FB Page L365D,custom_audience
US,0.01,23844204358410673,Everyone who engaged with AdamRippon FB Page L365D,custom_audience
US,0.03,23844176391490673,People Who Viewed At Least 3 Seconds Of AM's Pre-Game Videos,custom_audience
US,0.03,23844176395580673,People Who Viewed At Least 3 Seconds Of AM's Post-Game Videos,custom_audience
US,0.01,23843580614690673,Users who viewed 10 seconds of Arushi Snazzy Mom Pedigree Hero Video,custom_audience
US,0.01,23843562282000673,People who viewed 10 sec of LiveSweet Pedigree Nick Video,custom_audience
US,0.04,23843422540900673,Custom audience who are Mario Lopez IG fans,custom_audience
US,0.04,23843422539580673,Custom audience who are Mario Lopez FB fans,custom_audience
US,0.04,23843356703010673,People who have watched at 95% of Jenny's content,custom_audience
US,0.04,23843356702100673,People who have watched at 50% of Jenny's content,custom_audience
US,0.04,23843356684740673,People who viewed at least 3 seconds of Jenny's content,custom_audience
US,0.04,23843276925080673,Mars TWIX Matt Cutshall Instagram,custom_audience
US,0.04,23843276925040673,Mars TWIX Matt Cutshall Facebook,custom_audience
US,0.05,23843183854860673,Custom Audience Arielle Instagram,custom_audience
US,0.05,23843183854560673,Custom Audience Arielle Vandenberg FB fans,custom_audience
US,0.04,23843045468520686,Custom Audience : Manon Mathews IG Profile,custom_audience
US,0.04,23843045431890686,Manon Mathews : Custom Audience FB Page,custom_audience
US,0.04,23843427864520533,Retargeting Jana Kramer Burts Bees Hero Video 2019,custom_audience
US,0.03,23843563066020533,People who viewed 10 seconds of Manon's Pringles videos,custom_audience
US,0.03,23843563065530533,People who viewed 10 seconds of Matt's Pringles videos,custom_audience
US,0.03,23843543997760533,AT&T ICW 2019 Website Visitors,custom_audience
US,0.02,23843542263060533,Gabe and Garret IG Fans,custom_audience
US,0.02,23843542253340533,Gabe and Garret FB Fans,custom_audience
US,0.03,23843519687190533,People who viewed at least 10 seconds of Chris's videos,custom_audience
US,0.02,23843515029060533,Custom Audience Engaged With Nicole Laeno FB L12M,custom_audience
US,0.02,23843515032260533,Custom Audience Engaged With Nicole Laeno IG L12M,custom_audience
US,0.03,23843458421580533,Cuervo Clusterfest - Manon Mathews IG,custom_audience
US,0.03,23843458421130533,Cuervo Clusterfest - Manon Mathews FB,custom_audience
US,0.02,23843440920540533,People who have watched 95% of Marcus's AT&T videos,custom_audience
US,0.02,23843440912400533,People who viewed 10 seconds of Marcus's AT&T videos,custom_audience
US,0.02,23843440910690533,People who have watched 95% of Melissa's AT&T videos,custom_audience
US,0.02,23843440906840533,People who viewed 10 seconds of Melissa's AT&T videos,custom_audience
US,0.04,23843437045580533,People who have watched at 95% of Mary Padian IG Stories,custom_audience
US,0.04,23843437042700533,People who viewed at least 3 seconds of Mary Padian IG Stories,custom_audience
US,0.03,23843434885180533,People who viewed at 95% of G&G's videos,custom_audience
US,0.03,23843434883780533,People who viewed at least 10 seconds of G&G's videos,custom_audience
US,0.03,23843434879490533,People who viewed at least 3 seconds of G&G's videos,custom_audience
US,0.01,23843427864520533,Retargeting Jana Kramer Burts Bees Hero Video 2019,custom_audience
US,0.03,23843367684830533,People Who Engaged With Jarvis's IG Page,custom_audience
US,0.03,23843367676540533,People Who Engaged With Jarvis's FB Page,custom_audience
US,0.02,23843058107220559,People who viewed 3 seconds of Presummer Videos,custom_audience
US,0.04,23843333929360533,Mars TWIX Matt Cutshall Facebook,custom_audience
US,0.04,23843333928430533,Mars TWIX Matt Cutshall Instagram,custom_audience
US,0.04,23843332075340533,People Who Have Engaged With Nickelodeon Page,custom_audience
US,0.03,23843324626960533,People who engaged with Marcus Scribner's FB Page,custom_audience
US,0.03,23843324663790533,People who engaged with Melissa Raunch's FB page,custom_audience
US,0.02,23843331977690357,People who have watched at 95% of AT&T ICW 2018 videos,custom_audience
US,0.01,23843308549080533,BET Little 95% viewers,custom_audience
US,0.01,23843308546700533,BET Little 10sec viewers,custom_audience
US,0.02,23843281395760533,People who viewed 10 seconds of Ava Ryan CTC KCA Hero Asset,custom_audience
US,0.04,23843242104090533,People who engaged with Ming Lee Simmons FB Page,custom_audience
US,0.04,23843237899260533,People who viewed 10 seconds of BET Lexus Videos,custom_audience
US,0.02,23843237899260533,People who viewed 10 seconds of BET Lexus Videos,custom_audience
US,0.04,23843231462880533,Everyone who engaged on Diggy IG Profile,custom_audience
US,0.04,23843231460730533,Everyone who engaged with Diggy FB Page,custom_audience
US,0.05,23843210192240533,Custom audience Kelsey Nixon IG fans,custom_audience
US,0.05,23843210191940533,Custom audience Kelsey Nixon FB fans,custom_audience
US,0.04,23843209531700533,Retargeting Milk-Bone 10-Second Viewers,custom_audience
US,0.04,23843195565400533,People who have watched 95% of Amy Loochtan video,custom_audience
US,0.04,23843195560770533,People who have watched 95% of Next With Nita video,custom_audience
US,0.04,23843195558550533,People who have watched 95% of Dean The Basset video,custom_audience
US,0.04,23843195556830533,People who have watched 95% of Pooch of NYC video,custom_audience
US,0.02,23843195441410533,Retargeting WSJ Don't Wait 10-Second Viewers,custom_audience
US,0.02,23843195367510533,Everyone who engaged with Nathan Latka IG Profile,custom_audience
US,0.02,23843195357270533,Everyone who engaged with Bill Rancic IG Profile,custom_audience
US,0.02,23843195351830533,Everyone who engaged with Julie Morgen IG Profile,custom_audience
US,0.02,23843195334980533,Everyone who engaged with Nathan Latka FB Page,custom_audience
US,0.02,23843195328070533,Everyone who engaged with Bill Rancic FB Page,custom_audience
US,0.02,23843195322960533,Everyone who engaged with Julie Morgen FB Page,custom_audience
US,0.01,23843195091890533,Everyone Engaged On BET Instagram Profile,custom_audience
US,0.01,23843195076600533,Everyone Engaged On BET Facebook Page,custom_audience
US,0.05,23843192468470533,Custom Jay Pharoah FB fans,custom_audience
US,0.05,23843192466510533,Custom Joel McHale FB fans,custom_audience
US,0.02,23843055208510357,People who viewed 3 seconds of Prince Royce's videos,custom_audience
US,0.02,23843055207160357,People who viewed 3 seconds of Javier's videos,custom_audience
US,0.03,23843608449000732,People who viewed 95% of Vashtie's OGX videos,custom_audience
US,0.03,23843608448770732,People who viewed 10 seconds of Vashtie's OGX videos,custom_audience
US,0.03,23843608448160732,People who viewed 3 seconds of Vashtie's OGX videos,custom_audience
US,0.01,23843509197580732,People who engaged on Lauren Bushnell FB L365D,custom_audience
US,0.01,23843509199080732,People who engaged with Lauren Bushnell IG L365D,custom_audience
US,0.03,23843443969980732,People who viewed 95% of Jessica's OGX video,custom_audience
US,0.03,23843443969790732,People who viewed 10 seconds of Jessica's OGX video,custom_audience
US,0.03,23843443969220732,People who viewed 3 seconds of Jessica's OGX video,custom_audience
US,0.02,23843383575340732,People who engaged with Clean & Clear IG Profile,custom_audience
US,0.02,23843383572260732,People who engaged with Clean & Clear FB Page,custom_audience
US,0.02,23843331015660732,Retargeting 3+ seconds of Hydroboost cutdown,custom_audience
US,0.04,23843330723380732,Retargeting Audience 10+ Seconds Hydroboost,custom_audience
US,0.03,23843276419330732,People who viewed 95% of Remi's OGX video,custom_audience
US,0.03,23843276416080732,People who viewed 10 seconds of Remi's OGX video,custom_audience
US,0.03,23843276403170732,People who viewed 3 seconds of Remi's OGX video,custom_audience
US,0.05,23843253291070294,Pop-Tarts Maddie Ziegler IG L365D,custom_audience
US,0.01,23843253291070294,Pop-Tarts Maddie Ziegler IG L365D,custom_audience
US,0.05,23843253291790294,Pop-Tarts Atomic Mari IG L365D,custom_audience
US,0.01,23843253291790294,Pop-Tarts Atomic Mari IG L365D,custom_audience
US,0.05,23843253292310294,Pop-Tarts Alex Aiono IG L365D,custom_audience
US,0.01,23843253292310294,Pop-Tarts Alex Aiono IG L365D,custom_audience
US,0.05,23843253292740294,Pop-Tarts Christian Navarro IG L365D,custom_audience
US,0.01,23843253292740294,Pop-Tarts Christian Navarro IG L365D,custom_audience
US,0.02,23844160160230461,Custom Audience Splack,custom_audience
US,0.02,23844160158420461,Custom Audience Nale The Cat,custom_audience
US,0.02,23844160156900461,Custom Audience Harlow And Sage,custom_audience
US,0.02,23844160155060461,Custom Audience Crusoe The Daschund,custom_audience
US,0.02,23844160153470461,Custom Audience Charles Barkley,custom_audience
US,0.02,23844160147790461,Custom Audience Waffles The Cat,custom_audience
US,0.02,23844160146480461,Custom Audience Coby The Cat,custom_audience
US,0.02,23843974161490461,Custom Audience Engaged With Whitney Page,custom_audience
US,0.02,23843974128950461,Custom Audience Engaged With Yara Page,custom_audience
US,0.01,23843420190410691,Users who engaged with Marcus Scribner Pages L6D,custom_audience
US,0.01,23843420189640691,People who viewed 10sec+ Marcus Scribner Wonder Bone Video,custom_audience
US,0.01,23843420189130691,People who viewed 10 sec+ of Marcus Scribner Gnaw Bone Video,custom_audience
US,0.04,23843398774950691,People who have watched at 95% of Gen's #TrueTreats content,custom_audience
US,0.04,23843398773390691,People who viewed at least 10 seconds of Gen's #TrueTreats content,custom_audience
US,0.04,23843398770540691,People who have viewed at least 3 seconds of Gen's #TrueTreats content,custom_audience
US,0.04,1029807820362804,,multi_event_source
US,0.02,1029807820362804,,multi_event_source
US,0.01,1029807820362804,,multi_event_source
US,0.04,23843329532620161,Proactiv - Custom Audience Engaged with TeenNic IG,custom_audience
US,0.04,23843329532520161,Proactiv - Custom Audience Engaged with TeenNic FB,custom_audience
US,0.04,23843329523170161,Proactiv - Custom Audience Engaged with AweTV IG,custom_audience
US,0.04,23843329522860161,Proactiv - Custom Audience Engaged with AweTV FB,custom_audience
US,0.04,23843329522160161,Proactiv - Custom Audience Engaged with MTV IG,custom_audience
US,0.04,23843329518550161,Proactiv - Custom Audience Engaged with MTV FB,custom_audience
US,0.03,23843329471840161,Proactiv - Custom Audience Purchase on Proactiv,custom_audience
US,0.04,23843329471840161,Proactiv - Custom Audience Purchase on Proactiv,custom_audience
US,0.02,23843329471840161,Proactiv - Custom Audience Purchase on Proactiv,custom_audience
US,0.01,23843329471840161,Proactiv - Custom Audience Purchase on Proactiv,custom_audience
US,0.02,23843518933280209,Kelsey Nixon Instant Experience Custom Audience,custom_audience
US,0.01,23843518933280209,Kelsey Nixon Instant Experience Custom Audience,custom_audience
US,0.02,23843486614740209,CA ICBINB Top 25% Website Visitors L180D,custom_audience
US,0.03,23843486614740209,CA ICBINB Top 25% Website Visitors L180D,custom_audience
US,0.01,23843486614740209,CA ICBINB Top 25% Website Visitors L180D,custom_audience
US,0.03,23843472544700209,SubmittedForm_Kelsey Nixon_Chicken,custom_audience
US,0.02,23843472544700209,SubmittedForm_Kelsey Nixon_Chicken,custom_audience
US,0.01,23843472544700209,SubmittedForm_Kelsey Nixon_Chicken,custom_audience
US,0.04,23843386961780209,Custom Audience Jera Foster IG Fans,custom_audience
US,0.04,23843386959130209,Custom Audience Jera Foster FB Fans,custom_audience
US,0.04,23843373913690209,Custom Sophie Jaffe FB Fans,custom_audience
US,0.04,23843373910210209,Custom Latisha Springer IG Fans,custom_audience
US,0.04,23843373907560209,Custom Latisha Springer FB fans,custom_audience
US,0.04,23843370154020209,Custom Elianne Alexander IG fans,custom_audience
US,0.04,23843370153400209,Custom Elianne Alexander FB fans,custom_audience
US,0.04,23843370104920209,Custom The Typical Mom FB fans,custom_audience
US,0.04,23843370107060209,Custom The Typical Mom IG fans,custom_audience
US,0.04,23843364862680209,Custom Kitchy Kitchen IG fans,custom_audience
US,0.04,23843364862500209,Custom Kitchy Kitchen FB fans,custom_audience
US,0.04,23843362950450209,Custom Spoon Fork Bacon IG Fans,custom_audience
US,0.04,23843362926220209,Custom Spoon Fork Bacon FB Fans,custom_audience
US,0.04,23843424951550246,Custom Audience Monet FB Fans,custom_audience
US,0.04,23843424958340246,Custom Audience Monet IG Fans,custom_audience
US,0.04,23843375485740246,Custom Audience Hannah Simone FB Fans,custom_audience
US,0.03,23845127147740769,People Who Viewed At Least 3 Seconds Of BET McDonald's Videos,custom_audience
US,0.02,23843591320080769,User who engaged on DJ Megan Ryte FB L365D,custom_audience
US,0.02,23843509155080769,BET McDonalds - People who engaged with BET IG,custom_audience
US,0.02,23843509153780769,BET McDonalds - People who engaged with BET FB,custom_audience
US,0.01,23843486848420327,People who engaged with Whitney Post IG L365D,custom_audience
US,0.01,23843486846630327,People who engaged with Whitney Port FB Page L365D,custom_audience
US,0.04,23843459362090490,Custom Audience Jana Kramer FB fans,custom_audience
US,0.03,23844733845590130,Everyone who engaged with Egypt Sherrod FB Page,custom_audience
US,0.02,23843654469200770,Custom Audience Engaged With Ben Simmons' FB Page,custom_audience
US,0.04,23843654469200770,Custom Audience Engaged With Ben Simmons' FB Page,custom_audience
US,0.03,23843780796770558,People Who Engaged With Diane's FB Page,custom_audience
US,0.03,23843777762560558,People Who Engaged With Aja's FB Page,custom_audience
US,0.04,23843903933980216,Custom Audience Purchase Amount Top 25%,custom_audience
US,0.04,23843894957990216,Users installed app last 180 days,custom_audience
US,0.04,283073215166884,Azar,multi_event_source
US,0.03,23844350117660564,People who viewed at least 3 seconds of Maya's videos,custom_audience
US,0.03,23844321315420564,People who viewed at least 3 seconds Tiffany's videos,custom_audience
US,0.03,23844321313030564,People who viewed at least 3 seconds of Vagabrothers videos,custom_audience
US,0.01,23844250107310564,Users who watched 10sec+ Brian Westwood Hero 2,custom_audience
US,0.01,23844240367100564,Users who watched 10sec+ Brian Westwood Persil Hero 1,custom_audience
US,0.02,23844073047950564,Users who viewed Sonic Wacky Pack Influencer assets,custom_audience
US,0.03,23843975263030564,People Who Watched 95% Of Naomi's Videos,custom_audience
US,0.03,23843975262210564,People Who Viewed At Least 10 Seconds Of Naomi's Videos,custom_audience
US,0.03,23843975261560564,People Who Viewed At Least 3 Seconds Of Naomi's Videos,custom_audience
US,0.01,23843958158100564,Everyone who engaged with Karamo Brown IG Profile,custom_audience
US,0.01,23843958148230564,Everyone who engaged with Karamo Brown FB Page,custom_audience
US,0.04,23843957979700564,People who have watched at 95% of Under Armour content,custom_audience
US,0.04,23843957977890564,People who viewed at least 10 seconds of Under Armour content,custom_audience
US,0.04,23843957972410564,People who have viewed at least 3 seconds of Under Armour content,custom_audience
US,0.04,23843942716300564,People who have watched at 95% of Snuggle content,custom_audience
US,0.04,23843942714630564,People who viewed at least 10 seconds of Snuggle content,custom_audience
US,0.04,23843942713260564,People who viewed at least 3 seconds of Snuggle content,custom_audience
US,0.03,23843925421980564,People Who Watched 95% Of GoldGlove's Video,custom_audience
US,0.03,23843925420150564,People Who Viewed At Least 10 Seconds Of GoldGlove's Video,custom_audience
US,0.03,23843925419140564,People Who Viewed At Least 3 Seconds Of GoldGlove's Video,custom_audience
US,0.03,23843865770100564,People who viewed at least 10 seconds of Tati's videos,custom_audience
US,0.02,445780879107838,Gavin Leatherwood,page
US,0.02,23843981124840437,Custom Audience Engaged With Kiernan FB,custom_audience
US,0.02,23843981125470437,Custom Audience Engaged With Ben,custom_audience
US,0.01,23843981449900378,Users who engaged with Adrienne Finch FB Page,custom_audience
US,0.02,23844009347550043,Custom Audience Engaged With Mikey Murphy FB,custom_audience
US,0.02,23844005682420043,Custom Audience Engaged With Lazy Ron,custom_audience
US,0.02,23844005692530043,Custom Audience Engaged With Lazy Ron IG,custom_audience
US,0.04,23844236560200394,"Candid Custom Audience, Booked Appointment, L90D",custom_audience
US,0.03,23844236560200394,"Candid Custom Audience, Booked Appointment, L90D",custom_audience
US,0.02,1014095028726448,,multi_event_source
US,0.01,1014095028726448,,multi_event_source
US,0.02,23844236560200394,"Candid Custom Audience, Booked Appointment, L90D",custom_audience
US,0.01,23844236560200394,"Candid Custom Audience, Booked Appointment, L90D",custom_audience
US,0.03,23844081931870525,People Who Viewed At Least 3 Seconds Of Everette's Videos,custom_audience
US,0.01,23844100927510051,Claire Fountain- Everyone Who Engaged With FB Page,custom_audience
US,0.01,23844100923460051,Taylor Walker - Everyone Who Engaged With FB Page,custom_audience
US,0.01,23844100920430051,Evette Rios - Everyone Who Engaged With FB Page,custom_audience
US,0.01,23844100919210051,Kale Me Maybe - Everyone Who Engaged With FB Page,custom_audience
US,0.08,23842661509920388,People who engaged with Jana Kramer IG Page,custom_audience
